Date,TransactionType,Fund,Value
2012-08-10,Return of Capital - Direct Investment,VPI-MZNH8,14.0
2012-09-07,Income - Direct Investment,VPI-MZNH8,3.0
2012-10-05,Realized Gain/Loss - Direct Investment,VPI-MZNH8,18.0
2012-10-05,Return of Capital - Direct Investment,VPI-MZNH8,15.0
2012-10-08,Reported Market Value - Direct Asset,VPI-MZNH8,4004.0
2012-11-07,Return of Capital - Direct Investment,VPI-MZNH8,15.0
2012-11-07,Realized Gain/Loss - Direct Investment,VPI-MZNH8,10.0
2012-12-08,Realized Gain/Loss - Direct Investment,VPI-MZNH8,43.0
2012-12-08,Return of Capital - Direct Investment,VPI-MZNH8,15.0
2013-01-06,Realized Gain/Loss - Direct Investment,VPI-MZNH8,54.0
2013-01-06,Return of Capital - Direct Investment,VPI-MZNH8,15.0
2013-01-07,Reported Market Value - Direct Asset,VPI-MZNH8,3642.0
2013-02-07,Return of Capital - Direct Investment,VPI-MZNH8,15.0
2013-02-07,Realized Gain/Loss - Direct Investment,VPI-MZNH8,63.0
2013-02-10,Return of Capital - Direct Investment,VPI-MZNH8,1443.0
2013-03-10,Return of Capital - Direct Investment,VPI-MZNH8,47.0
2013-03-10,Realized Gain/Loss - Direct Investment,VPI-MZNH8,4.0
2013-04-07,Realized Gain/Loss - Direct Investment,VPI-MZNH8,75.0
2013-04-07,Return of Capital - Direct Investment,VPI-MZNH8,16.0
2013-04-09,Reported Market Value - Direct Asset,VPI-MZNH8,3583.0
2013-05-10,Capital Call - Direct Investment,VPI-MZNH8,-620.0
2013-05-10,Income - Direct Investment,VPI-MZNH8,620.0
2013-06-09,Income - Direct Investment,VPI-MZNH8,1.0
2013-07-07,Income - Direct Investment,VPI-MZNH8,9.0
2013-07-10,Reported Market Value - Direct Asset,VPI-MZNH8,2636.0
2013-08-10,Income - Direct Investment,VPI-MZNH8,1.0
2013-09-07,Income - Direct Investment,VPI-MZNH8,32.0
2013-10-06,Return of Capital - Direct Investment,VPI-MZNH8,14.0
2013-10-08,Reported Market Value - Direct Asset,VPI-MZNH8,2943.0
2013-11-07,Income - Direct Investment,VPI-MZNH8,3.0
2013-12-08,Income - Direct Investment,VPI-MZNH8,1.0
2014-01-05,Income - Direct Investment,VPI-MZNH8,4.0
2014-01-07,Reported Market Value - Direct Asset,VPI-MZNH8,2838.0
2014-02-07,Income - Direct Investment,VPI-MZNH8,2.0
2014-03-09,Income - Direct Investment,VPI-MZNH8,0.0
2014-04-09,Income - Direct Investment,VPI-MZNH8,7.0
2014-04-09,Reported Market Value - Direct Asset,VPI-MZNH8,2719.0
2014-05-10,Income - Direct Investment,VPI-MZNH8,1.0
2014-06-08,Income - Direct Investment,VPI-MZNH8,2.0
2014-07-10,Return of Capital - Direct Investment,VPI-MZNH8,182.0
2014-07-10,Reported Market Value - Direct Asset,VPI-MZNH8,2876.0
2014-08-10,Income - Direct Investment,VPI-MZNH8,1.0
2014-09-07,Income - Direct Investment,VPI-MZNH8,1.0
2014-10-09,Income - Direct Investment,VPI-MZNH8,0.0
2014-10-09,Reported Market Value - Direct Asset,VPI-MZNH8,923.0
2014-11-08,Income - Direct Investment,VPI-MZNH8,2.0
2014-12-07,Income - Direct Investment,VPI-MZNH8,1.0
2015-01-08,Income - Direct Investment,VPI-MZNH8,0.0
2015-01-08,Reported Market Value - Direct Asset,VPI-MZNH8,1388.0
2015-02-08,Income - Direct Investment,VPI-MZNH8,0.0
2015-03-11,Income - Direct Investment,VPI-MZNH8,0.0
2015-04-10,Income - Direct Investment,VPI-MZNH8,0.0
2015-04-10,Reported Market Value - Direct Asset,VPI-MZNH8,1173.0
2015-05-10,Income - Direct Investment,VPI-MZNH8,2.0
2015-06-10,Income - Direct Investment,VPI-MZNH8,1.0
2015-07-11,Income - Direct Investment,VPI-MZNH8,0.0
2015-07-11,Reported Market Value - Direct Asset,VPI-MZNH8,1602.0
2015-08-09,Income - Direct Investment,VPI-MZNH8,1.0
2015-09-06,Income - Direct Investment,VPI-MZNH8,0.0
2015-10-09,Return of Capital - Direct Investment,VPI-MZNH8,515.0
2015-10-09,Reported Market Value - Direct Asset,VPI-MZNH8,2030.0
2015-11-08,Income - Direct Investment,VPI-MZNH8,515.0
2015-12-06,Income - Direct Investment,VPI-MZNH8,0.0
2016-01-08,Realized Gain/Loss - Direct Investment,VPI-MZNH8,142.0
2016-01-08,Return of Capital - Direct Investment,VPI-MZNH8,83.0
