Date,TransactionType,Fund,Value
2007-10-09,Reported Market Value - Direct Asset,XFV-FTXTE,9514.0
2008-01-08,Reported Market Value - Direct Asset,XFV-FTXTE,9399.0
2008-01-13,Capital Call - Direct Investment,XFV-FTXTE,-12.0
2008-01-13,Capital Call - Direct Investment,XFV-FTXTE,-20.0
2008-01-13,Return of Capital - Direct Investment,XFV-FTXTE,21.0
2008-01-13,Return of Capital - Direct Investment,XFV-FTXTE,370.0
2008-01-13,Return of Capital - Direct Investment,XFV-FTXTE,87.0
2008-04-09,Reported Market Value - Direct Asset,XFV-FTXTE,9882.0
2008-06-29,Return of Capital - Direct Investment,XFV-FTXTE,278.0
2008-06-29,Return of Capital - Direct Investment,XFV-FTXTE,21.0
2008-06-29,Income - Direct Investment,XFV-FTXTE,18.0
2008-06-29,Return of Capital - Direct Investment,XFV-FTXTE,12.0
2008-06-29,Income - Direct Investment,XFV-FTXTE,3.0
2008-06-29,Return of Capital - Direct Investment,XFV-FTXTE,66.0
2008-06-29,Capital Call - Direct Investment,XFV-FTXTE,-12.0
2008-06-29,Capital Call - Direct Investment,XFV-FTXTE,-20.0
2008-07-10,Reported Market Value - Direct Asset,XFV-FTXTE,9576.0
2008-10-08,Reported Market Value - Direct Asset,XFV-FTXTE,10367.0
2009-01-07,Reported Market Value - Direct Asset,XFV-FTXTE,11848.0
2009-01-10,Income - Direct Investment,XFV-FTXTE,151.0
2009-01-10,Return of Capital - Direct Investment,XFV-FTXTE,206.0
2009-01-10,Capital Call - Direct Investment,XFV-FTXTE,-32.0
2009-01-10,Return of Capital - Direct Investment,XFV-FTXTE,29.0
2009-01-10,Income - Direct Investment,XFV-FTXTE,21.0
2009-04-09,Reported Market Value - Direct Asset,XFV-FTXTE,11658.0
2009-07-01,Capital Call - Direct Investment,XFV-FTXTE,-29.0
2009-07-01,Income - Direct Investment,XFV-FTXTE,421.0
2009-07-01,Income - Direct Investment,XFV-FTXTE,193.0
2009-07-01,Income - Direct Investment,XFV-FTXTE,46.0
2009-07-10,Reported Market Value - Direct Asset,XFV-FTXTE,10834.0
2009-10-08,Reported Market Value - Direct Asset,XFV-FTXTE,10811.0
2009-10-14,Return of Capital - Direct Investment,XFV-FTXTE,74.0
2010-01-07,Reported Market Value - Direct Asset,XFV-FTXTE,11479.0
2010-01-23,Capital Call - Direct Investment,XFV-FTXTE,-265.0
2010-01-23,Return of Capital - Direct Investment,XFV-FTXTE,0.0
2010-01-23,Income - Direct Investment,XFV-FTXTE,141.0
2010-04-09,Reported Market Value - Direct Asset,XFV-FTXTE,11276.0
2010-04-28,Capital Call - Direct Investment,XFV-FTXTE,-12.0
2010-04-28,Income - Direct Investment,XFV-FTXTE,123.0
2010-04-28,Return of Capital - Direct Investment,XFV-FTXTE,45.0
2010-04-28,Realized Gain/Loss - Direct Investment,XFV-FTXTE,37.0
2010-07-08,Capital Call - Direct Investment,XFV-FTXTE,-32.0
2010-07-08,Realized Gain/Loss - Direct Investment,XFV-FTXTE,128.0
2010-07-08,Return of Capital - Direct Investment,XFV-FTXTE,86.0
2010-07-10,Reported Market Value - Direct Asset,XFV-FTXTE,10759.0
2010-07-29,Realized Gain/Loss - Direct Investment,XFV-FTXTE,263.0
2010-07-29,Income - Direct Investment,XFV-FTXTE,188.0
2010-07-29,Return of Capital - Direct Investment,XFV-FTXTE,154.0
2010-07-29,Capital Call - Direct Investment,XFV-FTXTE,-58.0
2010-10-09,Reported Market Value - Direct Asset,XFV-FTXTE,0.0
2010-10-29,Income - Direct Investment,XFV-FTXTE,-264.0
2010-10-29,Return of Capital - Direct Investment,XFV-FTXTE,370.0
2010-10-29,Capital Call - Direct Investment,XFV-FTXTE,-13.0
2011-01-08,Reported Market Value - Direct Asset,XFV-FTXTE,10961.0
2011-02-11,Capital Call - Direct Investment,XFV-FTXTE,-87.0
2011-04-10,Reported Market Value - Direct Asset,XFV-FTXTE,10862.0
2011-04-16,Realized Gain/Loss - Direct Investment,XFV-FTXTE,73.0
2011-04-16,Return of Capital - Direct Investment,XFV-FTXTE,149.0
2011-07-01,Return of Capital - Direct Investment,XFV-FTXTE,71.0
2011-07-01,Realized Gain/Loss - Direct Investment,XFV-FTXTE,97.0
2011-07-11,Reported Market Value - Direct Asset,XFV-FTXTE,10809.0
2011-08-10,Return of Capital - Direct Investment,XFV-FTXTE,-105.0
2011-08-10,Income - Direct Investment,XFV-FTXTE,308.0
2011-10-09,Reported Market Value - Direct Asset,XFV-FTXTE,11611.0
2012-01-08,Reported Market Value - Direct Asset,XFV-FTXTE,11428.0
2012-01-27,Realized Gain/Loss - Direct Investment,XFV-FTXTE,9105.0
2012-01-27,Return of Capital - Direct Investment,XFV-FTXTE,2234.0
2012-04-09,Reported Market Value - Direct Asset,XFV-FTXTE,0.0
2012-07-10,Reported Market Value - Direct Asset,XFV-FTXTE,0.0
2012-08-04,Realized Gain/Loss - Direct Investment,XFV-FTXTE,15.0
2012-10-08,Reported Market Value - Direct Asset,XFV-FTXTE,0.0
2014-01-07,Reported Market Value - Direct Asset,XFV-FTXTE,0.0
2014-04-09,Reported Market Value - Direct Asset,XFV-FTXTE,0.0
2014-06-26,Realized Gain/Loss - Direct Investment,XFV-FTXTE,1.0
