Date,TransactionType,Fund,Value
2013-05-10,Recallable Income,ZG4-6D27G,113.0
2013-06-09,Recallable Income,ZG4-6D27G,0.0
2013-06-09,Partnership Expenses,ZG4-6D27G,-0.0
2013-07-07,Partnership Expenses,ZG4-6D27G,-1.0
2013-07-07,Recallable Income,ZG4-6D27G,1.0
2013-07-10,Reported Market Value,ZG4-6D27G,2636.0
2013-08-10,Recallable Income,ZG4-6D27G,0.0
2013-08-10,Partnership Expenses,ZG4-6D27G,-0.0
2013-09-07,Recallable Income,ZG4-6D27G,6.0
2013-09-07,Partnership Expenses,ZG4-6D27G,-6.0
2013-10-06,Return of Capital,ZG4-6D27G,14.0
2013-10-08,Reported Market Value,ZG4-6D27G,2943.0
2013-11-07,Recallable Income,ZG4-6D27G,1.0
2013-11-07,Partnership Expenses,ZG4-6D27G,-1.0
2013-12-08,Recallable Income,ZG4-6D27G,0.0
2013-12-08,Partnership Expenses,ZG4-6D27G,-0.0
2014-01-05,Recallable Income,ZG4-6D27G,1.0
2014-01-05,Partnership Expenses,ZG4-6D27G,-1.0
2014-01-07,Reported Market Value,ZG4-6D27G,2838.0
2014-01-07,Cost Basis Adjustment,ZG4-6D27G,-620.0
2014-02-07,Partnership Expenses,ZG4-6D27G,-2.0
2014-02-07,Recallable Income,ZG4-6D27G,2.0
2014-03-09,Recallable Income,ZG4-6D27G,0.0
2014-03-09,Partnership Expenses,ZG4-6D27G,-0.0
2014-04-09,Recallable Income,ZG4-6D27G,7.0
2014-04-09,Partnership Expenses,ZG4-6D27G,-7.0
2014-04-09,Reported Market Value,ZG4-6D27G,2719.0
2014-05-10,Recallable Income,ZG4-6D27G,1.0
2014-05-10,Partnership Expenses,ZG4-6D27G,-1.0
2014-06-08,Recallable Income,ZG4-6D27G,2.0
2014-06-08,Partnership Expenses,ZG4-6D27G,-2.0
2014-07-10,Return of Capital,ZG4-6D27G,182.0
2014-07-10,Reported Market Value,ZG4-6D27G,2876.0
2014-08-10,Partnership Expenses,ZG4-6D27G,-1.0
2014-08-10,Recallable Income,ZG4-6D27G,1.0
2014-09-07,Recallable Income,ZG4-6D27G,1.0
2014-09-07,Partnership Expenses,ZG4-6D27G,-1.0
2014-10-09,Partnership Expenses,ZG4-6D27G,-0.0
2014-10-09,Reported Market Value,ZG4-6D27G,923.0
2014-10-09,Recallable Income,ZG4-6D27G,0.0
2014-11-08,Partnership Expenses,ZG4-6D27G,-2.0
2014-11-08,Recallable Income,ZG4-6D27G,2.0
2014-12-07,Recallable Income,ZG4-6D27G,1.0
2014-12-07,Partnership Expenses,ZG4-6D27G,-1.0
2015-01-08,Reported Market Value,ZG4-6D27G,1388.0
2015-01-08,Partnership Expenses,ZG4-6D27G,-0.0
2015-01-08,Recallable Income,ZG4-6D27G,0.0
2015-02-08,Recallable Income,ZG4-6D27G,0.0
2015-02-08,Partnership Expenses,ZG4-6D27G,-0.0
2015-03-11,Recallable Income,ZG4-6D27G,0.0
2015-03-11,Partnership Expenses,ZG4-6D27G,-0.0
2015-04-10,Partnership Expenses,ZG4-6D27G,-0.0
2015-04-10,Reported Market Value,ZG4-6D27G,1183.0
2015-04-10,Recallable Income,ZG4-6D27G,0.0
2015-05-10,Partnership Expenses,ZG4-6D27G,-2.0
2015-05-10,Recallable Income,ZG4-6D27G,2.0
2015-06-10,Recallable Income,ZG4-6D27G,1.0
2015-06-10,Partnership Expenses,ZG4-6D27G,-1.0
2015-07-11,Reported Market Value,ZG4-6D27G,1610.0
2015-07-11,Partnership Expenses,ZG4-6D27G,-0.0
2015-07-11,Recallable Income,ZG4-6D27G,0.0
2015-08-09,Recallable Income,ZG4-6D27G,1.0
2015-08-09,Partnership Expenses,ZG4-6D27G,-1.0
2015-09-06,Recallable Income,ZG4-6D27G,0.0
2015-09-06,Partnership Expenses,ZG4-6D27G,-0.0
2015-10-09,Return of Capital,ZG4-6D27G,515.0
2015-10-09,Reported Market Value,ZG4-6D27G,2030.0
2015-11-08,Recallable Income,ZG4-6D27G,515.0
2015-11-08,Partnership Expenses,ZG4-6D27G,-515.0
2015-12-06,Recallable Income,ZG4-6D27G,0.0
2015-12-06,Partnership Expenses,ZG4-6D27G,-0.0
2016-01-08,Return of Capital,ZG4-6D27G,83.0
2016-01-08,Realized Gain/Loss,ZG4-6D27G,142.0
