Date,TransactionType,Fund,Value
2013-10-13,Recallable Return of Capital,XTX-K75G1,92.0
2013-10-13,Management Fee,XTX-K75G1,-92.0
2013-10-13,Management Fee,XTX-K75G1,-92.0
2013-11-27,Capital Call,XTX-K75G1,-103.0
2013-12-18,Recallable Return of Capital,XTX-K75G1,501.0
2014-01-05,Capital Call,XTX-K75G1,-1484.0
2014-01-07,Reported Market Value,XTX-K75G1,20017.0
2014-02-22,Management Fee,XTX-K75G1,-92.0
2014-02-22,Capital Call,XTX-K75G1,-607.0
2014-02-22,Recallable Return of Capital,XTX-K75G1,2222.0
2014-04-09,Reported Market Value,XTX-K75G1,19056.0
2014-04-12,Capital Call,XTX-K75G1,-68.0
2014-04-12,Management Fee,XTX-K75G1,-92.0
2014-06-22,Recallable Income,XTX-K75G1,152.0
2014-06-22,Capital Call,XTX-K75G1,-50.0
2014-06-22,Recallable Return of Capital,XTX-K75G1,89.0
2014-07-10,Reported Market Value,XTX-K75G1,20343.0
2014-07-12,Management Fee,XTX-K75G1,-92.0
2014-07-31,Capital Call,XTX-K75G1,-187.0
2014-07-31,Recallable Return of Capital,XTX-K75G1,46.0
2014-08-30,Capital Call,XTX-K75G1,-323.0
2014-09-13,Recallable Return of Capital,XTX-K75G1,93.0
2014-09-13,Capital Call,XTX-K75G1,-93.0
2014-10-09,Reported Market Value,XTX-K75G1,20090.0
2014-10-15,Capital Call,XTX-K75G1,-48.0
2014-10-15,Management Fee,XTX-K75G1,-92.0
2014-11-15,Return of Capital,XTX-K75G1,2536.0
2014-11-15,Recallable Return of Capital,XTX-K75G1,908.0
2014-11-15,Capital Call,XTX-K75G1,-46.0
2015-01-08,Reported Market Value,XTX-K75G1,21526.0
2015-01-09,Management Fee,XTX-K75G1,-92.0
2015-01-09,Capital Call,XTX-K75G1,-149.0
2015-01-18,Return of Capital,XTX-K75G1,1331.0
2015-03-04,Capital Call,XTX-K75G1,-569.0
2015-04-10,Reported Market Value,XTX-K75G1,22101.0
2015-04-18,Management Fee,XTX-K75G1,-92.0
2015-04-24,Capital Call,XTX-K75G1,-1872.0
2015-05-17,Capital Call,XTX-K75G1,-2916.0
2015-05-31,Temporary Return of Capital,XTX-K75G1,233.0
2015-05-31,Return of Capital,XTX-K75G1,215.0
2015-05-31,Recallable Return of Capital,XTX-K75G1,194.0
2015-06-07,Capital Call,XTX-K75G1,-380.0
2015-06-28,Temporary Return of Capital,XTX-K75G1,188.0
2015-06-28,Return of Capital,XTX-K75G1,26.0
2015-06-28,Partnership Expenses (outside commitment),XTX-K75G1,-2.0
2015-06-28,Recallable Return of Capital,XTX-K75G1,420.0
2015-07-08,Recallable Return of Capital,XTX-K75G1,1021.0
2015-07-08,Return of Capital,XTX-K75G1,252.0
2015-07-11,Recallable Return of Capital,XTX-K75G1,57.0
2015-07-11,Return of Capital,XTX-K75G1,5.0
2015-07-11,Reported Market Value,XTX-K75G1,24268.0
2015-08-02,Capital Call,XTX-K75G1,-317.0
2015-09-02,Capital Call,XTX-K75G1,-209.0
2015-10-09,Reported Market Value,XTX-K75G1,24488.0
2015-12-13,Return of Capital,XTX-K75G1,277.0
