Date,TransactionType,Fund,Value
2014-02-01,Partnership Expenses,Z66-DZEFO,-8.0
2014-02-01,Temporary Return of Capital,Z66-DZEFO,75.0
2014-02-01,Capital Call,Z66-DZEFO,-6984.0
2014-02-01,Management Fee,Z66-DZEFO,-10.0
2014-02-12,Recallable Income,Z66-DZEFO,180.0
2014-02-12,Income,Z66-DZEFO,121.0
2014-04-09,Reported Market Value,Z66-DZEFO,24746.0
2014-05-16,Capital Call,Z66-DZEFO,-45.0
2014-05-16,Temporary Return of Capital,Z66-DZEFO,45.0
2014-05-16,Partnership Expenses,Z66-DZEFO,-8.0
2014-05-16,Management Fee,Z66-DZEFO,-17.0
2014-05-21,Return of Capital,Z66-DZEFO,61.0
2014-05-21,Capital Call,Z66-DZEFO,-61.0
2014-07-02,Late Closing Interest - Contribution,Z66-DZEFO,-457.0
2014-07-10,Reported Market Value,Z66-DZEFO,25324.0
2014-08-31,Capital Call,Z66-DZEFO,-71.0
2014-08-31,Management Fee,Z66-DZEFO,-17.0
2014-10-09,Reported Market Value,Z66-DZEFO,25363.0
2014-10-29,Management Fee,Z66-DZEFO,-17.0
2014-10-29,Capital Call,Z66-DZEFO,-65.0
2014-10-29,Temporary Return of Capital,Z66-DZEFO,86.0
2014-10-29,Partnership Expenses,Z66-DZEFO,-5.0
2014-11-13,Return of Capital,Z66-DZEFO,56.0
2014-11-13,Partnership Expenses,Z66-DZEFO,-134.0
2014-11-13,Recallable Return of Capital,Z66-DZEFO,38.0
2014-11-13,Recallable Dividend Income,Z66-DZEFO,240.0
2014-11-13,Recallable Interest Income,Z66-DZEFO,106.0
2015-01-08,Reported Market Value,Z66-DZEFO,25911.0
2015-02-12,Dividend Income,Z66-DZEFO,79.0
2015-02-12,Partnership Expenses,Z66-DZEFO,-165.0
2015-02-12,Recallable Dividend Income,Z66-DZEFO,170.0
2015-02-12,Return of Capital,Z66-DZEFO,26.0
2015-02-21,Capital Call,Z66-DZEFO,-88.0
2015-02-21,Management Fee,Z66-DZEFO,-17.0
2015-02-21,Recallable Return of Partnership Expenses,Z66-DZEFO,109.0
2015-02-21,Partnership Expenses,Z66-DZEFO,-5.0
2015-04-10,Reported Market Value,Z66-DZEFO,26437.0
2015-05-28,Capital Call,Z66-DZEFO,-48.0
2015-05-28,Partnership Expenses,Z66-DZEFO,-38.0
2015-05-28,Management Fee,Z66-DZEFO,-17.0
2015-05-28,Recallable Return of Partnership Expenses,Z66-DZEFO,103.0
2015-07-11,Reported Market Value,Z66-DZEFO,27450.0
2015-08-05,Partnership Expenses,Z66-DZEFO,-63.0
2015-08-05,Capital Call,Z66-DZEFO,-75.0
2015-08-05,Partnership Expenses (outside commitment),Z66-DZEFO,-30.0
2015-08-05,Temporary Return of Capital,Z66-DZEFO,15.0
2015-08-05,Management Fee,Z66-DZEFO,-16.0
2015-08-05,Dividend Income,Z66-DZEFO,26.0
2015-08-05,Recallable Return of Partnership Expenses,Z66-DZEFO,56.0
2015-08-05,Recallable Dividend Income,Z66-DZEFO,54.0
2015-08-05,Return of Capital,Z66-DZEFO,34.0
2015-10-09,Reported Market Value,Z66-DZEFO,28168.0
2015-10-16,Management Fee,Z66-DZEFO,-17.0
2015-10-16,Recallable Dividend Income,Z66-DZEFO,19.0
2015-10-16,Recallable Return of Partnership Expenses,Z66-DZEFO,19.0
2015-10-16,Dividend Income,Z66-DZEFO,306.0
2015-10-16,Return of Capital,Z66-DZEFO,104.0
2015-10-16,Partnership Expenses,Z66-DZEFO,-28.0
2015-10-16,Capital Call,Z66-DZEFO,-57.0
2015-10-16,Partnership Expenses (outside commitment),Z66-DZEFO,-63.0
2015-12-04,Recallable Return of Capital,Z66-DZEFO,26.0
2015-12-04,Dividend Income,Z66-DZEFO,87.0
2015-12-04,Return of Capital,Z66-DZEFO,1089.0
2016-01-23,Capital Call,Z66-DZEFO,-48.0
2016-01-23,Partnership Expenses,Z66-DZEFO,-8.0
2016-01-23,Temporary Return of Capital,Z66-DZEFO,72.0
2016-01-23,Management Fee,Z66-DZEFO,-17.0
