Date,TransactionType,Fund,Value
2014-01-03,Management Fee,XBC-I5E4R,-12.0
2014-01-07,Reported Market Value,XBC-I5E4R,11503.0
2014-04-05,Return of Capital,XBC-I5E4R,74.0
2014-04-05,Management Fee,XBC-I5E4R,-15.0
2014-04-09,Reported Market Value,XBC-I5E4R,9755.0
2014-06-20,Return of Capital,XBC-I5E4R,74.0
2014-06-20,Management Fee,XBC-I5E4R,-13.0
2014-07-10,Reported Market Value,XBC-I5E4R,8154.0
2014-10-05,Management Fee,XBC-I5E4R,-8.0
2014-10-09,Reported Market Value,XBC-I5E4R,4544.0
2015-01-03,Management Fee,XBC-I5E4R,-0.0
2015-01-08,Reported Market Value,XBC-I5E4R,3985.0
2015-04-10,Reported Market Value,XBC-I5E4R,4999.0
2015-06-27,Management Fee,XBC-I5E4R,-1.0
2015-07-11,Reported Market Value,XBC-I5E4R,4602.0
2015-10-07,Management Fee,XBC-I5E4R,-1.0
2015-10-09,Reported Market Value,XBC-I5E4R,5455.0
2016-01-06,Management Fee,XBC-I5E4R,-3.0
