Date,TransactionType,Fund,Value
2005-10-29,Return of Capital - Direct Investment,ZLQ-FN563,67.0
2005-10-29,Income - Direct Investment,ZLQ-FN563,3.0
2006-01-04,Capital Call - Direct Investment,ZLQ-FN563,-56.0
2006-01-07,Reported Market Value - Direct Asset,ZLQ-FN563,1490.0
2006-04-09,Reported Market Value - Direct Asset,ZLQ-FN563,1497.0
2006-07-10,Reported Market Value - Direct Asset,ZLQ-FN563,1427.0
2006-08-11,Return of Capital - Direct Investment,ZLQ-FN563,33.0
2006-08-11,Return of Capital - Direct Investment,ZLQ-FN563,38.0
2006-10-05,Capital Call - Direct Investment,ZLQ-FN563,-7.0
2006-10-09,Reported Market Value - Direct Asset,ZLQ-FN563,1427.0
2007-01-08,Reported Market Value - Direct Asset,ZLQ-FN563,1429.0
2007-02-09,Capital Call - Direct Investment,ZLQ-FN563,-12.0
2007-04-10,Reported Market Value - Direct Asset,ZLQ-FN563,1432.0
2007-04-27,Capital Call - Direct Investment,ZLQ-FN563,-2.0
2007-07-07,Capital Call - Direct Investment,ZLQ-FN563,-1.0
2007-07-11,Reported Market Value - Direct Asset,ZLQ-FN563,1466.0
2007-10-09,Reported Market Value - Direct Asset,ZLQ-FN563,1686.0
2008-01-08,Reported Market Value - Direct Asset,ZLQ-FN563,1467.0
2008-04-09,Reported Market Value - Direct Asset,ZLQ-FN563,1471.0
2008-05-01,Capital Call - Direct Investment,ZLQ-FN563,-6.0
2008-07-10,Reported Market Value - Direct Asset,ZLQ-FN563,1467.0
2008-10-05,Capital Call - Direct Investment,ZLQ-FN563,-5.0
2008-10-08,Reported Market Value - Direct Asset,ZLQ-FN563,1475.0
2009-01-07,Reported Market Value - Direct Asset,ZLQ-FN563,1478.0
2009-04-09,Reported Market Value - Direct Asset,ZLQ-FN563,1479.0
2009-07-10,Reported Market Value - Direct Asset,ZLQ-FN563,1487.0
2009-10-08,Reported Market Value - Direct Asset,ZLQ-FN563,1607.0
2010-01-07,Reported Market Value - Direct Asset,ZLQ-FN563,1613.0
2010-04-09,Reported Market Value - Direct Asset,ZLQ-FN563,1615.0
2010-07-10,Reported Market Value - Direct Asset,ZLQ-FN563,1604.0
2010-10-09,Reported Market Value - Direct Asset,ZLQ-FN563,1657.0
2011-01-08,Reported Market Value - Direct Asset,ZLQ-FN563,1632.0
2011-04-10,Reported Market Value - Direct Asset,ZLQ-FN563,1666.0
2011-07-11,Reported Market Value - Direct Asset,ZLQ-FN563,1568.0
2011-10-09,Reported Market Value - Direct Asset,ZLQ-FN563,1622.0
2011-12-24,Return of Capital - Direct Investment,ZLQ-FN563,494.0
2012-01-08,Reported Market Value - Direct Asset,ZLQ-FN563,1087.0
2012-04-09,Reported Market Value - Direct Asset,ZLQ-FN563,1202.0
2012-06-30,Return of Capital - Direct Investment,ZLQ-FN563,192.0
2012-10-08,Reported Market Value - Direct Asset,ZLQ-FN563,457.0
2013-01-07,Reported Market Value - Direct Asset,ZLQ-FN563,0.0
2013-05-05,Return of Capital - Direct Investment,ZLQ-FN563,721.0
2013-07-10,Reported Market Value - Direct Asset,ZLQ-FN563,0.0
2015-08-09,Return of Capital - Direct Investment,ZLQ-FN563,18.0
