Date,TransactionType,Fund,Value
2013-03-07,Return of Capital - Direct Investment,W63-ORR17,-1.0
2013-03-07,Income - Direct Investment,W63-ORR17,-2.0
2013-04-09,Reported Market Value - Direct Asset,W63-ORR17,-168.0
2013-06-06,Income - Direct Investment,W63-ORR17,-24.0
2013-07-10,Reported Market Value - Direct Asset,W63-ORR17,-1051.0
2013-10-04,Income - Direct Investment,W63-ORR17,-35.0
2013-10-08,Reported Market Value - Direct Asset,W63-ORR17,-1789.0
2013-12-05,Income - Direct Investment,W63-ORR17,-41.0
2014-01-07,Reported Market Value - Direct Asset,W63-ORR17,-1853.0
2014-03-06,Income - Direct Investment,W63-ORR17,-39.0
2014-04-09,Reported Market Value - Direct Asset,W63-ORR17,-1789.0
2014-06-06,Income - Direct Investment,W63-ORR17,-12.0
2014-07-10,Reported Market Value - Direct Asset,W63-ORR17,-707.0
2014-10-03,Income - Direct Investment,W63-ORR17,-26.0
2014-10-09,Reported Market Value - Direct Asset,W63-ORR17,-648.0
2014-12-05,Income - Direct Investment,W63-ORR17,-39.0
2015-01-08,Reported Market Value - Direct Asset,W63-ORR17,-1542.0
2015-03-11,Income - Direct Investment,W63-ORR17,-39.0
2015-04-10,Reported Market Value - Direct Asset,W63-ORR17,-1913.0
2015-07-11,Reported Market Value - Direct Asset,W63-ORR17,-3715.0
2015-10-09,Reported Market Value - Direct Asset,W63-ORR17,-4197.0
