Date,TransactionType,Fund,Value
2014-01-07,Reported Market Value,YG1-RZELS,15908.0
2014-01-07,Cost Basis Adjustment,YG1-RZELS,58.0
2014-01-10,Management Fee,YG1-RZELS,0.0
2014-01-10,Management Fee,YG1-RZELS,-58.0
2014-01-10,Return of Capital,YG1-RZELS,57.0
2014-01-10,Income,YG1-RZELS,81.0
2014-01-16,Capital Call,YG1-RZELS,-425.0
2014-01-16,Capital Call,YG1-RZELS,-2.0
2014-02-06,Return of Capital,YG1-RZELS,43.0
2014-02-06,Income,YG1-RZELS,213.0
2014-03-02,Income,YG1-RZELS,78.0
2014-03-02,Return of Capital,YG1-RZELS,66.0
2014-04-02,Income,YG1-RZELS,100.0
2014-04-02,Return of Capital,YG1-RZELS,50.0
2014-04-09,Reported Market Value,YG1-RZELS,15932.0
2014-05-08,Management Fee,YG1-RZELS,-59.0
2014-05-08,Management Fee,YG1-RZELS,2.0
2014-05-08,Income,YG1-RZELS,119.0
2014-05-08,Return of Capital,YG1-RZELS,14.0
2014-05-08,Management Fee,YG1-RZELS,-1.0
2014-06-08,Return of Capital,YG1-RZELS,151.0
2014-06-08,Income,YG1-RZELS,13.0
2014-06-27,Income,YG1-RZELS,12.0
2014-06-27,Return of Capital,YG1-RZELS,130.0
2014-07-10,Reported Market Value,YG1-RZELS,16230.0
2014-08-08,Management Fee,YG1-RZELS,-58.0
2014-08-08,Return of Capital,YG1-RZELS,87.0
2014-08-08,Income,YG1-RZELS,65.0
2014-09-07,Return of Capital,YG1-RZELS,67.0
2014-09-07,Income,YG1-RZELS,60.0
2014-10-04,Income,YG1-RZELS,52.0
2014-10-04,Return of Capital,YG1-RZELS,24.0
2014-10-09,Unfunded Adjustment,YG1-RZELS,-404.0
2014-10-09,Reported Market Value,YG1-RZELS,16223.0
2014-10-31,Capital Call,YG1-RZELS,-110.0
2014-11-08,Management Fee,YG1-RZELS,1.0
2014-11-08,Management Fee,YG1-RZELS,-58.0
2014-11-08,Return of Capital,YG1-RZELS,92.0
2014-11-08,Dividend Income,YG1-RZELS,77.0
2014-12-06,Dividend Income,YG1-RZELS,44.0
2014-12-06,Return of Capital,YG1-RZELS,110.0
2014-12-06,Return of Capital,YG1-RZELS,93.0
2015-01-04,Dividend Income,YG1-RZELS,41.0
2015-01-04,Return of Capital,YG1-RZELS,32.0
2015-01-08,Reported Market Value,YG1-RZELS,15870.0
2015-02-05,Return of Capital,YG1-RZELS,94.0
2015-02-05,Dividend Income,YG1-RZELS,75.0
2015-02-05,Capital Call,YG1-RZELS,-3.0
2015-02-05,Capital Call,YG1-RZELS,-55.0
2015-02-05,Management Fee,YG1-RZELS,-59.0
2015-03-08,Return of Capital,YG1-RZELS,88.0
2015-03-08,Dividend Income,YG1-RZELS,61.0
2015-04-09,Capital Call,YG1-RZELS,-5376.0
2015-04-10,Reported Market Value,YG1-RZELS,21080.0
2015-04-10,Return of Capital,YG1-RZELS,94.0
2015-04-10,Dividend Income,YG1-RZELS,51.0
2015-05-10,Return of Capital,YG1-RZELS,147.0
2015-05-10,Management Fee,YG1-RZELS,27.0
2015-05-10,Dividend Income,YG1-RZELS,58.0
2015-05-10,Management Fee,YG1-RZELS,-75.0
2015-05-10,Temporary Return of Capital,YG1-RZELS,18.0
2015-05-29,Dividend Income,YG1-RZELS,58.0
2015-05-29,Return of Capital,YG1-RZELS,130.0
2015-06-05,Return of Capital,YG1-RZELS,297.0
2015-06-28,Partnership Expenses,YG1-RZELS,-18.0
2015-06-28,Return of Capital,YG1-RZELS,136.0
2015-06-28,Dividend Income,YG1-RZELS,59.0
2015-07-11,Reported Market Value,YG1-RZELS,20608.0
2015-08-02,Return of Capital,YG1-RZELS,118.0
2015-08-02,Dividend Income,YG1-RZELS,59.0
2015-08-02,Partnership Expenses,YG1-RZELS,-28.0
2015-08-02,Management Fee,YG1-RZELS,-69.0
2015-09-02,Temporary Return of Capital,YG1-RZELS,1.0
2015-09-02,Return of Capital,YG1-RZELS,88.0
2015-09-02,Dividend Income,YG1-RZELS,58.0
2015-10-02,Return of Capital,YG1-RZELS,91.0
2015-10-02,Dividend Income,YG1-RZELS,54.0
2015-10-09,Reported Market Value,YG1-RZELS,21398.0
2015-10-21,Capital Call,YG1-RZELS,-2717.0
2015-11-01,Return of Capital,YG1-RZELS,170.0
2015-11-01,Dividend Income,YG1-RZELS,63.0
2015-11-01,Management Fee,YG1-RZELS,7.0
2015-11-01,Management Fee,YG1-RZELS,-55.0
2015-11-29,Temporary Return of Capital,YG1-RZELS,10.0
2015-11-29,Return of Capital,YG1-RZELS,120.0
2015-11-29,Dividend Income,YG1-RZELS,49.0
2015-12-30,Return of Capital,YG1-RZELS,132.0
2015-12-30,Dividend Income,YG1-RZELS,56.0
2016-01-03,Capital Call,YG1-RZELS,-4212.0
