Date,TransactionType,Fund,Value
2001-01-07,Income - Direct Investment,W6R-LNBJU,133.0
2001-02-18,Income - Direct Investment,W6R-LNBJU,89.0
2001-03-04,Income - Direct Investment,W6R-LNBJU,111.0
2001-03-31,Income - Direct Investment,W6R-LNBJU,155.0
2001-03-31,Return of Capital - Direct Investment,W6R-LNBJU,11.0
2001-04-09,Reported Market Value - Direct Asset,W6R-LNBJU,37889.0
2001-05-12,Return of Capital - Direct Investment,W6R-LNBJU,5214.0
2001-06-15,Return of Capital - Direct Investment,W6R-LNBJU,46.0
2001-07-10,Reported Market Value - Direct Asset,W6R-LNBJU,34140.0
2001-10-08,Reported Market Value - Direct Asset,W6R-LNBJU,34017.0
2001-12-23,Return of Capital - Direct Investment,W6R-LNBJU,7093.0
2002-01-07,Reported Market Value - Direct Asset,W6R-LNBJU,27768.0
2002-02-17,Income - Direct Investment,W6R-LNBJU,122.0
2002-04-07,Return of Capital - Direct Investment,W6R-LNBJU,199.0
2002-04-07,Income - Direct Investment,W6R-LNBJU,194.0
2002-04-09,Reported Market Value - Direct Asset,W6R-LNBJU,27836.0
2002-07-10,Reported Market Value - Direct Asset,W6R-LNBJU,27971.0
2002-08-29,Income - Direct Investment,W6R-LNBJU,83.0
2002-10-09,Reported Market Value - Direct Asset,W6R-LNBJU,29198.0
2003-01-04,Income - Direct Investment,W6R-LNBJU,139.0
2003-01-04,Return of Capital - Direct Investment,W6R-LNBJU,111.0
2003-01-08,Reported Market Value - Direct Asset,W6R-LNBJU,29265.0
2003-02-05,Income - Direct Investment,W6R-LNBJU,141.0
2003-02-16,Income - Direct Investment,W6R-LNBJU,166.0
2003-04-10,Reported Market Value - Direct Asset,W6R-LNBJU,29265.0
2003-05-25,Capital Call - Direct Investment,W6R-LNBJU,-312.0
2003-07-11,Reported Market Value - Direct Asset,W6R-LNBJU,26496.0
2003-10-09,Reported Market Value - Direct Asset,W6R-LNBJU,26344.0
2003-10-24,Income - Direct Investment,W6R-LNBJU,5.0
2003-11-21,Capital Call - Direct Investment,W6R-LNBJU,-333.0
2004-01-08,Reported Market Value - Direct Asset,W6R-LNBJU,26562.0
2004-04-09,Reported Market Value - Direct Asset,W6R-LNBJU,26471.0
2004-07-10,Reported Market Value - Direct Asset,W6R-LNBJU,26290.0
2004-10-08,Reported Market Value - Direct Asset,W6R-LNBJU,26215.0
2004-10-23,Capital Call - Direct Investment,W6R-LNBJU,-222.0
2005-01-07,Reported Market Value - Direct Asset,W6R-LNBJU,26487.0
2005-03-11,Capital Call - Direct Investment,W6R-LNBJU,-32.0
2005-04-09,Reported Market Value - Direct Asset,W6R-LNBJU,26769.0
2005-07-10,Reported Market Value - Direct Asset,W6R-LNBJU,26544.0
2005-10-08,Reported Market Value - Direct Asset,W6R-LNBJU,26426.0
2006-01-07,Reported Market Value - Direct Asset,W6R-LNBJU,26643.0
2006-04-09,Reported Market Value - Direct Asset,W6R-LNBJU,26714.0
2006-07-10,Reported Market Value - Direct Asset,W6R-LNBJU,26422.0
2006-10-09,Reported Market Value - Direct Asset,W6R-LNBJU,26327.0
2007-01-08,Reported Market Value - Direct Asset,W6R-LNBJU,26241.0
2007-04-01,Capital Call - Direct Investment,W6R-LNBJU,-499.0
2007-04-10,Reported Market Value - Direct Asset,W6R-LNBJU,26702.0
2007-07-11,Reported Market Value - Direct Asset,W6R-LNBJU,26513.0
2007-10-09,Reported Market Value - Direct Asset,W6R-LNBJU,26418.0
2008-01-08,Reported Market Value - Direct Asset,W6R-LNBJU,22533.0
2008-04-09,Reported Market Value - Direct Asset,W6R-LNBJU,22660.0
2008-07-03,Return of Capital - Direct Investment,W6R-LNBJU,222.0
2008-07-10,Reported Market Value - Direct Asset,W6R-LNBJU,21750.0
2008-10-08,Reported Market Value - Direct Asset,W6R-LNBJU,22159.0
2009-01-07,Reported Market Value - Direct Asset,W6R-LNBJU,22213.0
2009-04-09,Reported Market Value - Direct Asset,W6R-LNBJU,22181.0
2009-07-10,Reported Market Value - Direct Asset,W6R-LNBJU,22136.0
2009-10-08,Reported Market Value - Direct Asset,W6R-LNBJU,22473.0
2010-01-07,Reported Market Value - Direct Asset,W6R-LNBJU,22605.0
2010-04-09,Reported Market Value - Direct Asset,W6R-LNBJU,22766.0
2010-07-10,Reported Market Value - Direct Asset,W6R-LNBJU,0.0
2010-07-10,Return of Capital - Direct Investment,W6R-LNBJU,19971.0
2010-08-07,Return of Capital - Direct Investment,W6R-LNBJU,688.0
2011-01-01,Realized Gain/Loss - Direct Investment,W6R-LNBJU,21.0
2011-07-07,Income - Direct Investment,W6R-LNBJU,2.0
2011-07-07,Reported Market Value - Direct Asset,W6R-LNBJU,0.0
